one_hot__Education_2n Cycle,one_hot__Education_Basic,one_hot__Education_Graduation,one_hot__Education_Master,one_hot__Education_PhD,one_hot__Marital_Status_Partner,one_hot__Marital_Status_Single,one_hot__AgeGroup_18-30,one_hot__AgeGroup_31-45,one_hot__AgeGroup_46-60,one_hot__AgeGroup_61+,one_hot__Children_0,one_hot__Children_1,one_hot__Children_2,one_hot__Children_3,one_hot__HasChildren_0,one_hot__HasChildren_1,one_hot__Complain_0,one_hot__Complain_1,one_hot__Years_Since_Enrolled_0,one_hot__Years_Since_Enrolled_1,one_hot__AcceptedCmpTotal_0,one_hot__AcceptedCmpTotal_1,one_hot__AcceptedCmpTotal_2,one_hot__AcceptedCmpTotal_3,one_hot__AcceptedCmpTotal_4,one_hot__HasAcceptedCmp_0,one_hot__HasAcceptedCmp_1,one_hot__Response_0,one_hot__Response_1,standard__Income,standard__Age,min_max__Recency,min_max__Days_Since_Enrolled,power__NumDealsPurchases,power__NumWebVisitsMonth,power__NumTotalPurchases,power__MntRegularProds,power__MntGoldProds,power__MntTotal
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.6562916665501641,-1.546224512448941,0.38383838383838387,0.8969957081545065,-0.8385568119359614,1.0929039059418435,-1.3194378431885683,-1.1448183321159324,-1.0524638485740658,-1.1948727830693557
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5055704797202218,1.9571069090178526,0.23232323232323235,0.8326180257510729,-0.8385568119359614,-0.9591142882994533,1.4958823029998118,1.1461251841561229,0.5005948524379216,1.121755761204375
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.47189114634346935,-0.9480947575643666,0.5151515151515152,0.7896995708154506,0.753752271983515,1.0929039059418435,-0.8775887223665132,-0.717716142509064,-1.1741813720100045,-0.8006837632131638
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6693958606438478,1.9571069090178526,0.20202020202020204,0.9542203147353362,0.16083423197548627,0.7002688403755518,-0.04194630579724798,-0.002772264256101768,0.11555832835766923,-0.03441124537970021
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2252489964650393,1.700765585495892,0.9191919191919192,0.6552217453505007,0.16083423197548627,-0.10841691088905724,1.4066178935310112,1.3551106759980565,1.7525976554529699,1.4091144651976564
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8600434430540909,-1.375330296767634,0.8686868686868687,0.8626609442060086,0.16083423197548627,0.3002400492754578,-0.8775887223665132,-0.705512214237566,0.3817366427931055,-0.6078702833689649
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.7041644167065061,-1.1189889732456735,0.4141414141414142,0.9871244635193133,-0.8385568119359614,1.0929039059418435,-0.04194630579724798,-0.05419475100083099,0.5549688712622304,-0.03666493833073288
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.3746486665336435,-0.862647649723713,0.42424242424242425,0.771101573676681,2.6503309518330225,-1.878967302388769,1.7514800681348808,1.4224761886183581,-1.7478911573511242,1.3804230017840304
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3372987063537046,1.700765585495892,0.6363636363636365,0.7911301859799714,0.753752271983515,1.0929039059418435,0.3568754813127242,0.9010675874340867,-0.1797107281675633,0.8509863782978104
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6616603606215877,1.2735300462926245,0.0,0.24177396280400573,0.753752271983515,-0.5273895587203824,0.7085783950754823,0.4473682831123361,-1.0524638485740658,0.37022045934991266
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5279554429945058,1.529871369814585,0.696969696969697,0.6695278969957081,1.8690896905026857,1.0929039059418435,0.22996435211065852,0.12049696256326062,1.1977756401182926,0.21341167111560436
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.5951569554733234,-0.008176571317178022,0.8989898989898991,0.776824034334764,0.16083423197548627,0.7002688403755518,-0.8775887223665132,-0.933833480064418,-0.4512645432705002,-0.9391144871911212
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.08387456438588409,-0.6063063262017525,0.04040404040404041,0.5693848354792561,1.1569644538252262,0.7002688403755518,-0.1885945608149897,-0.1977451744787783,0.4230076315718161,-0.18132551047284887
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6404220639249658,-1.717118728130248,0.26262626262626265,0.5636623748211731,0.16083423197548627,-0.9591142882994533,-0.6861052973270415,-0.5588435842883056,-0.6285228422751948,-0.6170909274264211
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5933610837784342,0.33361186004543597,0.9696969696969697,0.3133047210300429,-0.8385568119359614,-1.407396552291016,1.4958823029998118,1.39177483313148,-2.142612306377073,1.3475721860226857
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.9626412771911423,-1.717118728130248,0.3434343434343435,0.05436337625178827,0.16083423197548627,-0.10841691088905724,-0.8775887223665132,-1.3595028292144975,-1.1741813720100045,-1.3993901758745955
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6278667520134503,0.504506075726743,0.5656565656565657,0.592274678111588,-0.8385568119359614,-0.9591142882994533,-0.1885945608149897,-0.15935618597895151,1.099406505897879,-0.032163374306938115
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.5347642852234431,-0.09362367915783153,0.31313131313131315,0.8969957081545065,0.16083423197548627,-0.10841691088905724,-0.6861052973270415,-0.5787344741847448,-1.3196429244278471,-0.6699625259926258
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.24203235904033943,1.4444242619739316,0.08080808080808081,0.8698140200286123,1.6839323439531495,0.3002400492754578,-0.04194630579724798,-0.0772691864488293,0.46257950042296303,-0.06884726745746303
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8226098013949769,1.9571069090178526,0.04040404040404041,0.7067238912732475,-0.8385568119359614,0.7002688403755518,0.7085783950754823,1.0779075268230969,-0.07015779723795844,1.0352021337314425
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.10783539057071798,1.529871369814585,0.5555555555555556,0.43490701001430615,-0.8385568119359614,0.7002688403755518,-1.0869819780791359,-0.933833480064418,-1.3196429244278471,-1.0164684815843792
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7596400831926068,-0.09362367915783153,0.37373737373737376,0.2575107296137339,1.4537785660392124,-1.407396552291016,1.315099966874417,0.8331905314859174,0.2934173175099109,0.796687159912921
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.347479283188081,-0.6063063262017525,0.7676767676767677,0.4291845493562232,0.753752271983515,0.7002688403755518,-0.8775887223665132,-1.0986779842699026,0.3162795413923884,-0.89664165062461
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.44393143250974826,-0.349965002679792,1.0,0.19742489270386265,0.16083423197548627,-0.10841691088905724,-1.0869819780791359,-0.9253562394624447,-1.1741813720100045,-1.0002611282727096
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.1291311311590962,2.213448232539813,0.5353535353535354,0.7339055793991416,0.16083423197548627,0.3002400492754578,1.2211740366760024,0.8161801639893289,0.4429965950411447,0.7862463138305739
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.370890614638619,-0.9480947575643666,0.030303030303030304,0.6094420600858369,0.16083423197548627,-0.5273895587203824,0.9231166434618688,1.161825112394113,1.225592685399258,1.1763888183495061
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.5000263229129944,-1.375330296767634,0.888888888888889,0.6781115879828327,0.16083423197548627,1.0929039059418435,-1.0869819780791359,-1.087670548711145,-0.8550198621610396,-1.123213530208676
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.4307306590936684,1.017188722770664,0.04040404040404041,0.7896995708154506,-0.8385568119359614,-0.10841691088905724,-1.5830366361450454,-1.496811453693253,-1.3196429244278471,-1.5370528782981239
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.1306410084994596,-0.520859218361099,0.19191919191919193,0.38626609442060084,0.753752271983515,-0.10841691088905724,-1.0869819780791359,-1.496811453693253,-0.5062712713024038,-1.3843142545541913
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.3675103383547496,-0.6063063262017525,0.7272727272727273,0.001430615164520744,-0.8385568119359614,-1.878967302388769,0.47861793889283977,0.7673137196773246,1.7411881757993244,0.8616972941660264
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.1306410084994596,-2.3152484830148228,0.24242424242424243,0.8540772532188842,0.753752271983515,1.479085370323595,-0.6861052973270415,-0.8536789750414515,0.589608397085046,-0.6600633087117246
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.477782485009642,0.07727053652347549,0.9292929292929294,0.5736766809728183,-0.8385568119359614,1.859551739283655,-1.3194378431885683,-1.1329488410818924,-0.4512645432705002,-1.1041490362619466
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0106014524393223,1.2735300462926245,0.393939393939394,0.8555078683834049,2.1515208080240606,1.0929039059418435,0.9231166434618688,1.1536632973809868,0.3604137764512635,1.124551425006442
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6694832857356859,1.017188722770664,0.29292929292929293,0.06866952789699571,-0.8385568119359614,-1.407396552291016,0.5957066488722469,0.38009154818215596,-0.39962176052881593,0.31519598266690085
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.3289751887186365,0.4190589678860895,0.020202020202020204,0.9828326180257511,-0.8385568119359614,-0.9591142882994533,1.7514800681348808,1.38574933382917,0.22129993718977262,1.3595730993297694
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.7645264932041768,-0.6917534340424061,0.5454545454545455,0.776824034334764,0.16083423197548627,0.7002688403755518,-1.0869819780791359,-0.8767052472796488,-1.3196429244278471,-0.9613947040599021
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.495043333579028,-0.6917534340424061,0.5454545454545455,0.031473533619456366,-0.8385568119359614,-1.878967302388769,1.0253878596236465,1.2166030526842146,2.0727060203341483,1.3155434765413883
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.712316215218433,-0.7772005418830595,0.5757575757575758,0.5464949928469242,1.8690896905026857,-0.9591142882994533,0.5957066488722469,0.38614555601426215,1.287817563417116,0.45589025036335606
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.4854819806617972,1.188082938451971,0.5555555555555556,0.8397711015736766,-0.8385568119359614,-1.878967302388769,1.5830322706355644,1.44247596333709,1.8294221123915977,1.500871595604834
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9013219491479394,0.24816475220478248,0.30303030303030304,0.648068669527897,-0.8385568119359614,-0.9591142882994533,1.0253878596236465,0.9849282082320978,0.40259421500880277,0.9543687572871097
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.143696912931945,-1.6316716202895944,0.31313131313131315,0.08869814020028613,-0.8385568119359614,-0.9591142882994533,-1.0869819780791359,-1.3953534223347808,-1.0524638485740658,-1.4148715687343854
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2091862351950484,0.07727053652347549,0.6363636363636365,0.1688125894134478,0.753752271983515,0.7002688403755518,0.5957066488722469,0.3523292068770901,0.46257950042296303,0.3318898266398498
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.166432189125709,-1.1189889732456735,0.12121212121212122,0.5150214592274678,-0.8385568119359614,-1.878967302388769,1.0253878596236465,1.204963278270838,1.0022488223648403,1.2046974983932803
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7258373203539112,-0.520859218361099,0.18181818181818182,0.944206008583691,1.1569644538252262,-0.9591142882994533,0.8176073091486344,0.5372325794491681,-0.9474971660906161,0.46379317733438563
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.49259825676691177,1.4444242619739316,0.26262626262626265,0.709585121602289,1.1569644538252262,0.7002688403755518,1.0253878596236465,0.6670555829767979,1.7121529786386838,0.7689334087702067
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7754308024043974,1.529871369814585,0.08080808080808081,0.547925608011445,-0.8385568119359614,-0.10841691088905724,0.8176073091486344,0.5295337821114309,-0.9474971660906161,0.45589025036335606
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9196237307420332,1.7862126933365454,0.29292929292929293,0.2932761087267525,-0.8385568119359614,-0.5273895587203824,0.47861793889283977,0.9792801453466586,0.1699351519790402,0.9404305030456329
